GL Code,Category,Combined Allowed,Description,Height Limit (ft),Max Stories,Notes,Prohibited With,Residential Only,Subcategory
59722,,No,"Textile Bleaching, Dyeing, Mercerizing, Printing, Finishing or Silk Screening--New Goods",,,,,No,
59723,,No,Textile Coating or Impregnating,,,,,No,
59724,,No,Textile Mfg.--Impregnated or Coated,,,,,No,
59725,,No,Textile Products Mfg.--Fabricated,,,,,No,
59726,,No,"Textile Spinning, Weaving or Knitting Mills",,,,,No,
59738,,No,"Tie, Post or Pole Yard",,,,,No,
59750,,No,"Tire Mfg.--Auto, Bus or Truck",,,,,No,
59751,,No,"Tire Mfg.--Not Auto, Bus or Truck",,,,,No,
59773,,No,Tobacco Products Mfg.--Cigars or Cigarettes,,,,,No,
59774,,No,Tobacco Products Mfg.--Other,,,,,No,
59775,,No,Tobacco Products Mfg.--Plug or Snuff,,,,,No,
59781,,No,Tool Mfg.--Accessories,,,,,No,
59782,,No,Tool Mfg.--Hand Type--Not Powered,,,,,No,
59783,,No,Tool Mfg.--Hand Type--Powered,,,,,No,
59784,,No,Tool Mfg.--Power Equipment--Household Type--Outdoor or Workshop,,,,,No,
59790,,No,Toys or Games Mfg.,,,,,No,
59798,,No,Trailers Mfg.,,,,,No,
59806,,No,Truck Mfg. or Assembling,,,,,No,
59867,,No,Turpentine or Resin Mfg.,,,,,No,
59886,,No,Twine or Cordage Mfg.,,,,,No,
59889,,No,Umbrella or Cane Mfg.,,,,,No,
59892,,No,Valves Mfg.,,,,,No,
59904,,No,Vegetable Oil Mfg.--By Solvent Extraction,,,,,No,
59905,,No,Vegetable Oil Mfg.,,,,,No,
59914,,No,Metal Works--Shop--Decorative or Artistic,,,,,No,
59915,,No,Vending Machines Mfg.,,,,,No,
59917,,No,Venetian Blinds Mfg. or Assembling,,,,,No,
59923,,No,Watch or Watch Case Mfg.,,,,,No,
59925,,No,Water Bottling--In Siphons,,,,,No,
59926,,No,Water Bottling--Spring or Well--Not Sparkling or Carbonated,,,,,No,
59927,,No,Water Bottling--Spring or Well--Sparkling or Carbonated,,,,,No,
59931,,No,Wax or Wax Products Mfg.,,,,,No,
59932,,No,"Wax, Wax Products or Polish Mfg.--Floor",,,,,No,
59941,,No,Wheel Mfg.,,,,,No,
59947,,No,"Wicker, Rattan, Willow or Twisted Fiber Products Mfg.",,,,,No,
59955,,No,Wigs or Hair Pieces Mfg.,,,,,No,
59963,,No,Wine Mfg.--Sparkling,,,,,No,
59964,,No,Wine Mfg.--Still,,,,,No,
59970,,No,Wire Cloth Mfg.,,,,,No,
59973,,No,Wire Drawing,,,,,No,
59975,,No,Wire Goods Mfg.,,,,,No,
59977,,No,Wire Rope or Cable Mfg.--Metal,,,,,No,
59984,,No,Wood Preserving,,,,,No,
59985,,No,Wood Products Mfg.,,,,,No,
59986,,No,Wood Turned Products Mfg.,,,,,No,
59988,,No,"Wool Combing, Scouring or Separating from Cotton",,,,,No,
59989,,No,Wool Pulling,,,,,No,
60010,,No,Apartment Buildings,,,,,No,
60011,,No,Apartment Buildings--Garden,,,,,No,
60012,,No,Apartment Buildings or Hotels Time-Sharing--Less Than 4 Stories,,,,,No,
60013,,No,Apartment Buildings or Hotels Time-Sharing--4 Stories or More,,,,,No,
60015,,No,Apartment Hotels--Less Than 4 Stories,,,,,No,
60016,,No,Apartment Hotels--4 Stories or More,,,,,No,
60035,,No,Automobile Renting or Leasing Companies,,,,,No,
61000,,No,Boarding or Rooming Houses,,,,,No,
61212,,No,Buildings or Premises--Bank or Office--Mercantile or Mfg. (Lessor's Risk Only)--Other Than Not-For-Profit,,,,,No,
61216,,No,Buildings or Premises--Bank or Office--Mercantile or Mfg. (Lessor's Risk Only)--Not-For-Profit Only,,,,,No,
61217,,No,Buildings or Premises--Bank or Office--Mercantile or Mfg. (Lessor's Risk Only)--Maintained by the Insured--Other Than Not-For-Profit,,,,,No,
61218,,No,Buildings or Premises--Bank or Office--Mercantile or Mfg. (Lessor's Risk Only)--Maintained by the Insured--Not-For-Profit Only,,,,,No,
61223,,No,Buildings or Premises--Bank and Other Financial Institutions,,,,,No,
61224,,No,Buildings or Premises--Office--Premises Occupied by Employees of the Insured--Other Than Not-For-Profit,,,,,No,
61225,,No,Buildings or Premises--Office--Premises Occupied by Employees of the Insured--Not-For-Profit Only,,,,,No,
61226,,No,Buildings or Premises--Office--Other Than Not-For-Profit,,,,,No,
61227,,No,Buildings or Premises--Office--Not-For-Profit Only,,,,,No,
62000,,No,"Condominiums--Commercial--Bank or Mercantile, Mfg. or Office (Association Risk Only)",,,,,No,
62001,,No,Condominiums--Commercial Shopping Centers (Association Risk Only),,,,,No,
62002,,No,Condominiums--Commercial Warehouses--Mfg. or Private (Association Risk Only),,,,,No,
62003,,No,Condominiums--Residential--(Association Risk Only),,,,,No,
63010,,No,Dwellings--One-Family (Lessor's Risk Only),,,,,No,
63011,,No,Dwellings--Two-Family (Lessor's Risk Only),,,,,No,
63012,,No,Dwellings--Three-Family (Lessor's Risk Only),,,,,No,
63013,,No,Dwellings--Four-Family (Lessor's Risk Only),,,,,No,
63215,,No,Exhibition or Convention Buildings--Other Than Not-For-Profit,,,,,No,
63216,,No,Exhibition or Convention Buildings--Not-For-Profit Only,,,,,No,
63217,,No,Exhibitions--In Buildings--Other Than Not-For-Profit,,,,,No,
63218,,No,Exhibitions--In Buildings--Not-For-Profit Only,,,,,No,
63219,,No,Exhibitions--In Buildings--No Admission Charged--Other Than Not-For-Profit,,,,,No,
63220,,No,Exhibitions--In Buildings--No Admission Charged--Not-For-Profit Only,,,,,No,
64074,,No,Hotels and Motels--(Lessor's Risk Only)--Less Than Four Stories,,,,,No,
64075,,No,Hotels and Motels--(Lessor's Risk Only)--Four Stories or More,,,,,No,
64500,,No,"Housing Projects--Federal, State, Local",,,,,No,
65007,,No,Labor Union Offices,,,,,No,
66122,,No,Lawyers Offices--Other Than Not-For-Profit,,,,,No,
66123,,No,Lawyers Offices--Not-For-Profit Only,,,,,No,
66309,,No,Libraries,,,,,No,
66561,,No,Medical Offices,,,,,No,
67017,,No,"Shelters, Mission, Settlement or Halfway Houses--Not Church or Office Building",,,,,No,
67508,,No,"Schools--Colleges, Universities, Junior Colleges or College Preparatory Other Than Not-For-Profit",,,,,No,
67509,,No,"Schools--Colleges, Universities, Junior Colleges or College Preparatory Not-For-Profit Only",,,,,No,
67510,,No,Schools--Dormitory Facilities--Other Than Not-For-Profit,,,,,No,
67511,,No,Schools--Dormitory Facilities--Not-For-Profit Only,,,,,No,
67512,,No,Schools--Other Than Not-For-Profit,,,,,No,
67513,,No,Schools--Not-For-Profit Only,,,,,No,
67634,,No,Shopping Centers--Indoor Malls--Buildings or Premises Not Occupied by the Insured (Lessor's Risk Only),,,,,No,
67635,,No,Shopping Centers--Buildings or Premises Not Occupied by the Insured (Lessor's Risk Only),,,,,No,
68001,,No,Taxicab Companies,,,,,No,
68439,,No,Ticket Agencies,,,,,No,
68500,,No,Townhouses or Similar Associations (Association Risk Only),,,,,No,
68604,,No,Vacant Buildings--Factories,,,,,No,
68606,,No,Vacant Buildings--Not Factories--Other Than Not-For-Profit,,,,,No,
68607,,No,Vacant Buildings--Not Factories--Not-For-Profit Only,,,,,No,
68702,,No,Warehouses--Occupied by Multiple Interests (Lessor's Risk Only),,,,,No,
68703,,No,Warehouses--Occupied by Single Interest (Lessor's Risk Only),,,,,No,
68706,,No,Warehouses--Private--Other Than Not-For-Profit,,,,,No,
68707,,No,Warehouses--Private--Not-For-Profit Only,,,,,No,
90089,,No,Advertising Sign Companies--Outdoor,,,,,No,
91111,,No,"Air Conditioning Systems or Equipment--Dealers or Distributors and Installation, Servicing or Repair",,,,,No,
91125,,No,"Airport Runway or Warming Apron--Paving or Repaving, Surfacing, Resurfacing or Scraping",,,,,No,
91127,,No,"Alarms and Alarm Systems--Installation, Servicing or Repair",,,,,No,
91130,,No,Alarms--Security Systems--Monitoring,,,,,No,
91135,,No,Analytical Chemists,,,,,No,
91150,,No,"Appliances and Accessories--Installation, Servicing or Repair--Commercial",,,,,No,
91155,,No,"Appliances and Accessories--Installation, Servicing or Repair--Household",,,,,No,
91160,,No,Armored Car Service Companies,,,,,No,
91175,,No,Auctioneers--Livestock--Sales Conducted Away from the Insured's Premises,,,,,No,
91177,,No,Auctioneers--Sales Conducted Away from the Insured's Premises,,,,,No,
91179,,No,Auctions--on Premises Owned or Rented by the Insured,,,,,No,
91190,,No,Automobile Dismantling,,,,,No,
91200,,No,Blacksmithing,,,,,No,
91210,,No,Blasting Operations,,,,,No,
91235,,No,Boat Repair and Servicing,,,,,No,
91250,,No,"Boiler Inspection, Installation, Cleaning or Repair",,,,,No,
91265,,No,Bridge or Elevated Highway Construction--Iron or Steel,,,,,No,
91266,,No,Bridge or Elevated Highway Construction--Concrete,,,,,No,
91280,,No,Building Structure--Raising or Moving,,,,,No,
91302,,No,Cable Installation in Conduits or Subways,,,,,No,
91315,,No,Cable or Subscription Television Companies,,,,,No,
91324,,No,Caisson or Cofferdam Work--Foundations for Buildings,,,,,No,
91325,,No,Caisson or Cofferdam Work--Not Foundations for Buildings,,,,,No,
91340,,No,Carpentry--Construction of Residential Property Not Exceeding Three Stories in Height,,,,,No,
91341,,No,Carpentry--Interior,,,,,No,
91342,,No,Carpentry,,,,,No,
91343,,No,Carpentry--Shop Only,,,,,No,
91405,,No,"Carpet, Rug, Furniture or Upholstery Cleaning--on Customers' Premises",,,,,No,
91436,,No,Ceiling or Wall Installation--Metal,,,,,No,
91481,,No,Chimney Cleaning,,,,,No,
91507,,No,Clay or Shale Digging,,,,,No,
91523,,No,Cleaning--Outside Surfaces of Buildings & Other Exterior Surfaces,,,,,No,
91547,,No,Commissary Work,,,,,No,
91551,,No,Communication Equipment Installation--Industrial or Commercial,,,,,No,
91555,,No,Computer Service or Repair,,,,,No,
91560,,No,Concrete Construction,,,,,No,
91562,,No,"Concrete or Cement Distributing Towers--Rented to Others--Installation, Repair or Removal Operations Only",,,,,No,
91577,,No,Conduit Construction for Cables or Wires,,,,,No,
91580,,No,Contractors--Executive Supervisors or Executive Superintendents,,,,,No,
91581,,No,"Contractors--Subcontracted Work--In Connection with Construction, Reconstruction, Erection or Repair--Not Buildings",,,,,No,
91582,,No,"Contractors--Subcontracted Work--In Connection with Building Construction, Reconstruction, Repair or Erection--Apartment or Office Buildings over Four Stories",,,,,No,
91583,,No,"Contractors--Subcontracted Work--In Connection with Building Construction, Reconstruction, Repair or Erection--One- or Two-Family Dwellings",,,,,No,
91584,,No,"Contractors--Subcontracted Work--In Connection with Construction, Reconstruction, Repair or Erection of Buildings--for Industrial Use",,,,,No,
91585,,No,"Contractors--Subcontracted Work--In Connection with Construction, Reconstruction, Repair or Erection of Buildings",,,,,No,
91586,,No,"Contractors--Subcontracted Work--In Connection with Oil and Gas Field Construction, Reconstruction or Repair",,,,,No,
91587,,No,"Contractors--Subcontracted Work--In Connection with Pipeline (Other Than Oil or Gas) or Communication or Power Line Construction, Reconstruction or Repair",,,,,No,
91588,,No,"Contractors--Subcontracted Work--In Connection with Bridge, Tunnel, Elevated Street or Highway Construction, Reconstruction or Repair",,,,,No,
91589,,No,"Contractors--Subcontracted Work--In Connection with Street or Highway Construction or Repair, Not Elevated",,,,,No,
91590,,No,Contractors Permanent Yards--Maintenance or Storage of Equipment or Material,,,,,No,
91591,,No,Contractors--Subcontracted Work--Other Than Construction-Related Work,,,,,No,
91600,,No,Construction or Project Manager,,,,,No,
91606,,No,Crop Spraying--by Contractors,,,,,No,
91618,,No,Dam or Reservoir Construction,,,,,No,
91629,,No,Debris Removal--Construction Site,,,,,No,
91636,,No,Detective or Investigative Agencies--Private,,,,,No,
91641,,No,"Dike, Levee or Revetment Construction",,,,,No,
91666,,No,Diving--Marine,,,,,No,
91722,,No,"Dock Operations--Coal, Grain or Ore",,,,,No,
91746,,No,"Door, Window or Assembled Millwork--Installation--Metal",,,,,No,
91805,,No,Draftsmen,,,,,No,
92053,,No,Dredging--Gold--Endless Bucket or Ladder Type,,,,,No,
92054,,No,Dredging--Gold--Floating Dragline Type,,,,,No,
92055,,No,Dredging,,,,,No,
92101,,No,Drilling--Other Than Water,,,,,No,
92102,,No,Drilling--Water,,,,,No,
92215,,No,"Driveway, Parking Area or Sidewalk--Paving or Repaving",,,,,No,
92338,,No,Dry Wall or Wallboard Installation,,,,,No,
92445,,No,Electric Light or Power Companies,,,,,No,
92446,,No,Electric Light or Power Line Construction,,,,,No,
92447,,No,Electric Light or Power Line Construction--Rural Utilities Service Projects Only,,,,,No,
92451,,No,"Electrical Apparatus--Installation, Servicing or Repair",,,,,No,
92478,,No,Electrical Work--within Buildings,,,,,No,
92593,,No,"Elevator or Escalator Inspecting, Installation, Servicing or Repair",,,,,No,
92663,,No,Engineers or Architects--Consulting--Not Engaged in Actual Construction,,,,,No,
94007,,No,Excavation,,,,,No,
94099,,No,Express Companies,,,,,No,
94225,,No,Farm Machinery Operations--by Contractors,,,,,No,
94276,,No,Fence Erection Contractors,,,,,No,
94304,,No,"Fire Extinguishers--Servicing, Refilling or Testing",,,,,No,
94381,,No,"Fire Suppression Systems--Installation, Servicing or Repair",,,,,No,
94404,,No,Fireproofing--Structures,,,,,No,
94444,,No,Contractors,,,,,No,
94569,,No,Floor Covering Installation--Not Ceramic Tile or Stone,,,,,No,
94590,,No,Floor Waxing,,,,,No,
94617,,No,"Freight Forwarders or Handlers--Other Than Packing, Handling or Shipping Explosives or Ammunition under Contract",,,,,No,
94638,,No,"Freight Forwarders or Handlers--Packing, Handling or Shipping Explosives or Ammunition under Contract",,,,,No,
95124,,No,Furniture or Fixtures--Installation in Offices or Stores--Portable--Metal or Wood,,,,,No,
95233,,No,"Garbage, Ash or Refuse Collecting",,,,,No,
95305,,No,Gas Companies,,,,,No,
95306,,No,Gas Companies--Natural Gas--Local Distribution,,,,,No,
95310,,No,Gas Mains or Connections Construction,,,,,No,
95357,,No,Geophysical Exploration--Other,,,,,No,
95358,,No,Geophysical Exploration--Seismic Method,,,,,No,
95410,,No,Grading of Land,,,,,No,
95455,,No,Grain Elevator Operations,,,,,No,
95487,,No,Greenhouse Erection,,,,,No,
95505,,No,Guniting or Shot-Crete,,,,,No,
95620,,No,Gunsmiths,,,,,No,
95625,,No,Handyperson,,,,,No,
95630,,No,Hazardous Material Contractors,,,,,No,
95647,,No,"Heating or Combined Heating and Air Conditioning Systems or Equipment--Dealers or Distributors and Installation, Servicing or Repair--No Liquefied Petroleum Gas (LPG) Equipment Sales or Work",,,,,No,
95648,,No,"Heating or Combined Heating and Air Conditioning Systems or Equipment--Dealers or Distributors and Installation, Servicing or Repair",,,,,No,
96053,,No,House Furnishings Installation,,,,,No,
96317,,No,Inspection and Appraisal Companies--Inspecting for Insurance or Valuation Purposes,,,,,No,
96408,,No,Insulation Work--Plastic,,,,,No,
96409,,No,Insulation Work--Organic or Plastic in Solid State,,,,,No,
96410,,No,Insulation Work--Mineral,,,,,No,
96611,,No,Interior Decorators,,,,,No,
96702,,No,Irrigation or Drainage System Construction,,,,,No,
96703,,No,Irrigation Works Operations,,,,,No,
96816,,No,Janitorial Services,,,,,No,
96872,,No,Jetty or Breakwater Construction,,,,,No,
96930,,No,Web Site Designers,,,,,No,
97002,,No,"Laboratories--Research, Development or Testing--Other Than Not-For-Profit",,,,,No,
97003,,No,"Laboratories--Research, Development or Testing--Not-For-Profit Only",,,,,No,
97047,,No,Landscape Gardening,,,,,No,
97050,,No,Lawn Care Services,,,,,No,
97111,,No,Logging and Lumbering,,,,,No,
97220,,No,Machine Shops,,,,,No,
97221,,No,"Machinery or Equipment--Farm--Installation, Servicing, Repair or Erection",,,,,No,
97222,,No,"Machinery or Equipment--Industrial--Installation, Servicing or Repair",,,,,No,
97223,,No,"Machinery or Equipment--Installation, Servicing or Repair",,,,,No,
97308,,No,Marine Appraisers or Surveyors,,,,,No,
97447,,No,Masonry,,,,,No,
97650,,No,Metal Erection--Decorative or Artistic,,,,,No,
97651,,No,Metal Erection--Frame Structures Iron Work on Outside of Buildings,,,,,No,
97652,,No,Metal Erection--In the Construction of Dwellings Not Exceeding 2 Stories in Height,,,,,No,
97653,,No,Metal Erection--Nonstructural,,,,,No,
97654,,No,"Metal Erection--Steel Lock Gates, Gasholders, Standpipes, Water Towers, Smokestacks, Tanks, Silos, Prison Cells, Fire or Burglarproof Vaults",,,,,No,
97655,,No,Metal Erection--Structural,,,,,No,
98002,,No,Mining,,,,,No,
98003,,No,Mining--Surface,,,,,No,
98090,,No,"Motion Pictures--Development of Negatives, Printing and All Subsequent Operations",,,,,No,
98091,,No,Motion Pictures--Film Distribution or Exchanges--Not Located at Motion Picture Studios,,,,,No,
98092,,No,Motion Pictures--Production--Studios or Outside--All Operations Prior to the Development of Negatives,,,,,No,
98111,,No,"Office Machines or Appliances--Installation, Inspection, Adjustment or Repair",,,,,No,
98150,,No,Oil or Natural Gas Lease Operations,,,,,No,
98151,,No,"Oil or Gas Lease Operations--Natural Gas--within the Limits of Any Town or City on the Right-Of-Way of Any Railroad or in Any Ocean, Gulf or Bay",,,,,No,
98152,,No,Oil or Gas Lease Work by Contractors--Not Lease Operation,,,,,No,
98153,,No,Oil or Gas Wells--Acidizing,,,,,No,
98154,,No,Oil or Gas Wells--Cementing,,,,,No,
98155,,No,Oil or Gas Wells--Cleaning or Swabbing by Contractors,,,,,No,
98156,,No,"Oil or Gas Wells--Cleaning or Swabbing by Contractors--within the Limits of Any Town or City, on the Right-Of-Way of Any Railroad or in Any Ocean, Gulf or Bay",,,,,No,
98157,,No,"Oil or Gas Wells--Drilling or Redrilling, Installation or Recovery of Casing",,,,,No,
98158,,No,"Oil or Gas Wells--Drilling or Redrilling, Installation or Recovery of Casing--within the Limits of Any Town or City, on the Right-Of-Way of Any Railroad or in Any Ocean, Gulf or Bay",,,,,No,
98159,,No,Oil or Gas Wells--Instrument Logging or Survey Work in Wells,,,,,No,
98160,,No,Oil or Gas Wells--Perforating of Casing,,,,,No,
98161,,No,Oil or Gas Wells--Servicing--By Contractors,,,,,No,
98162,,No,Oil or Gas Wells--Shooting,,,,,No,
98163,,No,Oil Rig or Derrick Erecting or Dismantling--Wood or Metal,,,,,No,
98164,,No,Oil Still Erection or Repair,,,,,No,
98257,,No,Orchards and Vineyards--Operation by Contractors,,,,,No,
98303,,No,Painting--Exterior--Buildings or Structures--Exceeding Three Stories in Height,,,,,No,
98304,,No,Painting--Exterior--Buildings or Structures--Three Stories or Less in Height,,,,,No,
98305,,No,Painting--Interior--Buildings or Structures,,,,,No,
98306,,No,Painting--Oil or Gasoline Tanks,,,,,No,
98307,,No,Painting--Ship Hulls,,,,,No,
98308,,No,Painting--Shop Only,,,,,No,
98309,,No,Painting--Steel Structures or Bridges,,,,,No,
98344,,No,Paperhanging,,,,,No,
98405,,No,Piano Tuning,,,,,No,
98413,,No,Pile Driving--Building Foundation Only,,,,,No,
98414,,No,Pile Driving--Other,,,,,No,
98415,,No,Pile Driving--Sonic Method,,,,,No,
98423,,No,Pipeline Construction--Gas,,,,,No,
98424,,No,Pipeline Construction--Other,,,,,No,
98425,,No,Pipeline Construction--Oil,,,,,No,
98426,,No,Pipeline Construction--Slurry--Nonflammable Mixtures,,,,,No,
98427,,No,Pipelines--Operation--Gas,,,,,No,
98428,,No,Pipelines--Operation--Other,,,,,No,
98429,,No,Pipelines--Operation--Oil,,,,,No,
98430,,No,Pipelines--Operation--Slurry--Nonflammable Mixtures,,,,,No,
98449,,No,Plastering or Stucco Work,,,,,No,
98482,,No,Plumbing--Commercial and Industrial,,,,,No,
98483,,No,Plumbing--Residential or Domestic,,,,,No,
98502,,No,Prefabricated Building Erection,,,,,No,
98555,,No,Quarries,,,,,No,
98597,,No,Radio or TV Broadcasting Stations--Other Than Not-For-Profit,,,,,No,
98598,,No,Radio or TV Broadcasting Stations--Not-For-Profit Only,,,,,No,
98601,,No,Railroad Construction,,,,,No,
98622,,No,Railroads--Operation and Maintenance--with BI Passenger Hazard,,,,,No,
98623,,No,Railroads--Operation and Maintenance--without BI Passenger Hazard,,,,,No,
98624,,No,Railroads--Shop Operation and Maintenance,,,,,No,
98636,,No,"Refrigeration Systems or Equipment--Dealers and Distributors and Installation, Servicing or Repair--Commercial",,,,,No,
98640,,No,Renovating--Outside Surfaces of Buildings,,,,,No,
98658,,No,Rigging--Not Ship or Boat,,,,,No,
98659,,No,Rigging--Ship or Boat,,,,,No,
98677,,No,Roofing--Commercial or Residential Over Three Stories,,,,,No,
98678,,No,Roofing--Residential--Three Stories & Under,,,,,No,
98698,,No,Salvage Operations,,,,,No,
98699,,No,"Salvage Operations--Removing, Sorting, Reconditioning and Distributing of Merchandise in Damaged",,,,,No,
98705,,No,Sandblasting,,,,,No,
98710,,No,Sand or Gravel Digging,,,,,No,
98751,,No,Security and Patrol Agencies,,,,,No,
98806,,No,"Septic Tank Systems--Installation, Servicing or Repair",,,,,No,
98810,,No,Sewage Disposal--Plant Operations,,,,,No,
98813,,No,Sewer Cleaning,,,,,No,
98820,,No,Sewer Mains or Connections Construction,,,,,No,
98871,,No,Shaft Sinking,,,,,No,
98884,,No,Sheet Metal Work--Outside,,,,,No,
98914,,No,Ship Ceiling or Scaling,,,,,No,
98949,,No,Ship Repair or Conversion,,,,,No,
98967,,No,Siding Installation,,,,,No,
98993,,No,"Sign Erection, Installation or Repair",,,,,No,
99003,,No,Sign Painting or Lettering--Inside of Buildings,,,,,No,
99004,,No,Sign Painting or Lettering--on Buildings or Structures,,,,,No,
99080,,No,Solar Energy Contractors,,,,,No,
99111,,No,"Stables--Boarding, Livery or Racing",,,,,No,
99160,,No,Steam Heating or Steam Power Companies,,,,,No,
99163,,No,Steam Mains or Connections Construction,,,,,No,
99165,,No,Steam Pipe or Boiler Insulation,,,,,No,
99220,,No,Stevedoring--By Hand or by Means of Hand Trucks Exclusively--No Hoisting of Cargo,,,,,No,
99221,,No,Stevedoring--Handling Explosives or Ammunition--under Contract,,,,,No,
99222,,No,Stevedoring,,,,,No,
99223,,No,Stevedoring--Tallyers or Checking Clerks Engaged in Connection with Stevedoring Work,,,,,No,
99303,,No,Street Cleaning,,,,,No,
99310,,No,Snow & Ice Removal--Contractor,,,,,No,
99315,,No,Street or Road Construction or Reconstruction,,,,,No,
99321,,No,"Street or Road Paving or Repaving, Surfacing or Resurfacing or Scraping",,,,,No,
99471,,No,Surveyors--Land--Not Engaged in Actual Construction,,,,,No,
99505,,No,Swimming Pool Servicing,,,,,No,
99506,,No,"Swimming Pools--Installation, Servicing or Repair--Above Ground",,,,,No,
99507,,No,"Swimming Pools--Installation, Servicing or Repair--Below Ground",,,,,No,
99570,,No,"Tank Construction, Installation, Erection or Repair--Metal--Not Pressurized",,,,,No,
99571,,No,"Tank Construction, Installation, Erection or Repair--Metal--Pressurized",,,,,No,
99572,,No,"Tank Construction, Installation, Erection or Repair--Metal--Not Pressurized--within Buildings Exclusively",,,,,No,
99573,,No,"Tank Construction, Installation, Erection or Repair--Metal--Pressurized--within Buildings Exclusively",,,,,No,
99600,,No,Telecommunications Service Providers,,,,,No,
99613,,No,"Telephone, Telegraph or Cable Television Line Construction",,,,,No,
99614,,No,Telegraph Companies,,,,,No,
99620,,No,Teleproduction Studios,,,,,No,
99650,,No,Television or Radio Receiving Set Installation or Repair,,,,,No,
99709,,No,"Tent or Canvas Goods--Erection, Removal or Repair--Away from Shop",,,,,No,
99718,,No,Theatrical Companies--Traveling,,,,,No,
99746,,No,"Tile, Stone, Marble, Mosaic or Terrazzo Work--Interior Construction",,,,,No,
99760,,No,Tobacco Rehandling or Warehousing,,,,,No,
99777,,No,"Tree Pruning, Dusting, Spraying, Repairing, Trimming or Fumigating",,,,,No,
99793,,No,Truckers,,,,,No,
99798,,No,Tunneling,,,,,No,
99803,,No,Underpinning Buildings or Structures,,,,,No,
99826,,No,Upholstering,,,,,No,
99827,,No,Upholstering--Shop Only,,,,,No,
99851,,No,Veterinarian or Veterinary Hospitals,,,,,No,
99917,,No,Warehouse--Cold Storage--Public,,,,,No,
99938,,No,Warehouses,,,,,No,
99943,,No,Water Companies,,,,,No,
99946,,No,Water Mains or Connections Construction,,,,,No,
99948,,No,"Water Softening Equipment--Installation, Servicing or Repair",,,,,No,
99952,,No,Waterproofing--By Pressure Apparatus,,,,,No,
99953,,No,Waterproofing--By Trowel--Exterior,,,,,No,
99954,,No,Waterproofing--By Trowel--Interior or Insulation Work,,,,,No,
99955,,No,Waterproofing,,,,,No,
99963,,No,"Weighers, Samplers or Inspectors of Merchandise--on Vessels or Docks or at Railway Stations or Warehouses",,,,,No,
99969,,No,Welding or Cutting,,,,,No,
99975,,No,Window Cleaning,,,,,No,
99986,,No,Wrecking--Buildings or Structures,,,,,No,
99987,,No,Wrecking--Dismantling of Prefabricated Dwellings Not Exceeding Three Stories for Reerection,,,,,No,
99988,,No,Wrecking--Marine,,,,,No,
441105,,No,"Governmental: Municipalities--Population 100,001-250,000",,,,,No,